id,Type,Name,Grade,District,Lat,Lon,Reviewer_Nationality
840,Travel Agents,AL- ZAAMIL LANKA TOURS & TRAVELS (PVT) LTD,A,Colombo,79.86400388,6.926472029,United Kingdom
841,Travel Agents,ELEVEN TOURS DMC (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
842,Travel Agents,ECO TEAM (PVT) LTD,C,Colombo,80.01667,6.86667,United Kingdom
843,Travel Agents,CEYLON SUNNY HOLIDAYS (PVT) LTD,B,Kalutara,79.98915793,6.568683873,Canada
844,Travel Agents,INNO VENTURES (PVT) LTD,A,Colombo,80.01667,6.86667,Malaysia
845,Travel Agents,AL RAHAMATH TRAVELS & TOURS,B,Colombo,80.01667,6.86667,United Kingdom
846,Travel Agents,SEASONS TRAVELS,C,Kurunegala,80.366868,7.486218,Lebanon
847,Travel Agents,HORNBILL HOLIDAYS CEYLON (PVT) LTD,A,Colombo,79.866418,6.842919,Israel
848,Travel Agents,LANKA HOLIDAYS NET (PVT) LTD,C,Colombo,80.01667,6.86667,United Kingdom
849,Travel Agents,ROSEN TOURS (PVT) LTD,B,Colombo,80.01667,6.86667,United States of America
850,Travel Agents,HERITAGE EXPEDICIONES (PVT) LTD,A,Colombo,79.86960802,6.897904602,United States of America
851,Travel Agents,H.M.H. HAJ TRAVELS,B,Ampara,81.75,7.08333,Japan
852,Travel Agents,BARAKATH TRAVELS & TOURS (PVT) LTD,C,Colombo,80.01667,6.86667,Ireland
853,Travel Agents,ADHVAN TOURS (PVT) LTD,C,Colombo,79.880242,6.838232,United Kingdom
854,Travel Agents,PAN LANKA TRAVELS & TOURS (PVT) LTD,A,Colombo,80.01667,6.86667,United Kingdom
855,Travel Agents,ALDRICH TRAVELS & TOURS,B,Colombo,80.21495492,6.03281393,Belgium
856,Travel Agents,GO VACATION LANKA CO. (PVT) LTD,A,Colombo,80.01667,6.86667,Egypt
857,Travel Agents,B.O.C. TRAVELS (PVT) LTD,B,Colombo,80.01667,6.86667,Slovakia
858,Travel Agents,BG AIR SERVICES (PVT) LTD,C,Colombo,80.01667,6.86667,United States of America
859,Travel Agents,JETWING TRAVELS (PVT) LTD,C,Colombo,80.01667,6.86667,United Kingdom
860,Travel Agents,IMARAH TRAVELS & TOURS (PVT) LTD,A,Colombo,79.87730864,6.866502725,United Kingdom
861,Travel Agents,SUMMER VOYAGES (PVT) LTD,B,Colombo,79.90916432,6.903166337,United Kingdom
862,Travel Agents,FLEX TRAVELS & TOURS,B,Colombo,80.01667,6.86667,Egypt
863,Travel Agents,AYSHA TRAVELS & TOURS (PVT) LTD,C,Kurunegala,80.366868,7.486218,Portugal
864,Travel Agents,MADINA HAJJ TRAVELS & TOURS,A,Ampara,81.81296644,7.4343584,United Kingdom
865,Travel Agents,JETWING ECO HOLIDAYS (PVT) LTD,A,Colombo,80.01667,6.86667,United Kingdom
866,Travel Agents,JETWING EVENTS (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
867,Travel Agents,SCENIC VENTURES (PVT) LTD,C,Colombo,80.01667,6.86667,South Korea
868,Travel Agents,ROYAL HOLIDAYS,A,Colombo,80.01667,6.86667,United Kingdom
869,Travel Agents,ASMA TRAVELS,C,Trincomalee,81.1912179,8.501649407,United Kingdom
870,Travel Agents,RIF -RAA TRAVELS,B,Ampara,81.84612022,7.354205365,France
871,Travel Agents,HIMAYA TRAVELS & TOURS (PVT) LTD,A,Ampara,81.822554,7.422049,Germany
872,Travel Agents,GEMINI TOURS & TRAVELS (PVT) LTD,A,Colombo,79.90204817,6.884074428,United Kingdom
873,Travel Agents,KARUSAN TRAVELS (PVT) LTD,C,Gampaha,79.93937505,6.991302851,United Kingdom
874,Travel Agents,DUS LANKA TRAVELS (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
875,Travel Agents,GEORGE STEUART TRAVEL LIMITED,B,Colombo,80.01667,6.86667,United Kingdom
876,Travel Agents,GET INTO LANKA TRAVELS & TOURS (PVT) LTD,A,Gampaha,80,7.13333,United Kingdom
877,Travel Agents,PARADISE TRAVELS (PVT) LTD,C,Colombo,79.893438,6.877014,Ireland
878,Travel Agents,TADA LANKA TRAVELS (PVT) LTD,A,Colombo,79.86400388,6.926472029,France
879,Travel Agents,TAJ TRAVEL SERVICES (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
880,Travel Agents,AL - HUDA TRAVELS & TOURS,C,Colombo,79.86763048,6.927841536,United Kingdom
881,Travel Agents,AIR EXPRESS TRAVELS,C,Colombo,79.85982458,6.948016402,United Kingdom
882,Travel Agents,TRUST GULF MAN POWER TRAVELS AND TOURS,A,Hambantota,81.16667,6.25,United Kingdom
883,Travel Agents,SURREXI TRAVELS (PVT) LTD,B,Gampaha,79.914926,6.951178,United Kingdom
884,Travel Agents,PRASHATHI TOURS & TRAVELS,C,Gampaha,80,7.13333,Ireland
885,Travel Agents,BEST OF LANKA (PVT) LTD,A,Colombo,79.893438,6.877014,Israel
886,Travel Agents,IBRAHIM TRAVELS & TOURS (PVT) LTD,B,Colombo,80.01667,6.86667,Canada
887,Travel Agents,MIRACULOUS ESCAPES (PVT) LTD,B,Colombo,79.87489147,6.81773117,United Kingdom
888,Travel Agents,KUBAA TRAVELS (PVT) LTD,C,Colombo,79.86400388,6.926472029,Nigeria
889,Travel Agents,N.M. TRAVELS & TOURS (PVT) LTD,A,Colombo,80.01667,6.86667,United Kingdom
890,Travel Agents,ZAM ZAM HAJJ TRAVELS,A,Ampara,81.84968588,7.218416352,United Kingdom
891,Travel Agents,NKAR TRAVELS & TOURS (PVT) LTD,B,Colombo,80.01667,6.86667,Singapore
892,Travel Agents,SAPPHIRE SHIPPING (PVT) LTD,C,Colombo,79.8558871,6.923879449,United Kingdom
893,Travel Agents,CHELCEY TRAVELS (PVT) LTD,B,Colombo,79.893438,6.877014,Ireland
894,Travel Agents,MARVIDA TRAVEL LANKA (PVT) LTD,A,Gampaha,80.01667,6.86667,Slovakia
895,Travel Agents,HANA GLOBAL TICKETING SERVICES (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
896,Travel Agents,SILK ROAD TRAVELS (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
897,Travel Agents,AITKEN SPENCE TRAVELS (PVT) LTD,A,Colombo,80.01667,6.86667,United Kingdom
898,Travel Agents,SUNPOWER TRAVELS (PVT) LTD,C,Colombo,,,United Kingdom
899,Travel Agents,ALPHA TOURS(PVT)LTD,B,Colombo,80.01667,6.86667,United Kingdom
900,Travel Agents,TRAVELLER GLOBAL DESTINATION & LEISURE HOLIDAYS (PVT) LTD,C,Colombo,80.01667,6.86667,Netherlands
901,Travel Agents,EXOTIC VACATIONS (PVT) LTD,A,Colombo,79.88719208,6.886982359,United Kingdom
902,Travel Agents,VISIT LANKA (PVT) LTD,C,Colombo,79.88719208,6.886982359,United States of America
903,Travel Agents,ANDREW THE TRAVEL COMPANY (PVT) LTD,B,Colombo,79.88719208,6.886982359,Ireland
904,Travel Agents,SKYWAYS,A,Colombo,80.01667,6.86667,Greece
905,Travel Agents,WALKERS TOURS LIMITED,A,Colombo,80.01667,6.86667,Greece
906,Travel Agents,SUPERLINK TRAVELS (PVT) LTD,C,Colombo,79.85081253,6.913526376,United Kingdom
907,Travel Agents,CONNAISSANCE DE CEYLAN (PVT) LTD,B,Colombo,80.01667,6.86667,Saudi Arabia
908,Travel Agents,PENTHOUSE TRAVELS (PVT)LTD,B,Colombo,80.01667,6.86667,Russia
909,Travel Agents,ACME TRAVELS (PVT) LTD,A,Colombo,80.01667,6.86667,United Kingdom
910,Travel Agents,TRAVEL ARCADE (PVT)LTD,C,Colombo,80.01667,6.86667,United Kingdom
911,Travel Agents,INFOTECHS TRAVELS (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
912,Travel Agents,RED DOT TOURS LANKA (PRIVATE) LIMITED,C,Colombo,80.01667,6.86667,United Kingdom
913,Travel Agents,ALPHA TRAVELS & HOLIDAYS( PVT ) LTD,A,Colombo,80.01667,6.86667,South Africa
914,Travel Agents,ASIAN TRAVELS & TOURS,A,Kalutara,79.982049,6.460387,United States of America
915,Travel Agents,M.A. RAZAK TRAVELS & TOURS LIMITED,B,Colombo,80.01667,6.86667,United Kingdom
916,Travel Agents,SUPERLINK TOURS (PVT) LTD,C,Colombo,79.85081253,6.913526376,United Kingdom
917,Travel Agents,AERO LANKA TRAVEL SERVICE (PRIVATE) LIMITED,C,Colombo,80.01667,6.86667,United Kingdom
918,Travel Agents,COLUMBUS TOURS (PVT)LTD,A,Colombo,80.01667,6.86667,United Kingdom
919,Travel Agents,QUICKSHAWAS TOURS LTD,B,Colombo,80.01667,6.86667,Belgium
920,Travel Agents,DIETHELM TRAVEL LANKA (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
921,Travel Agents,TRAVELSERV LIMITED,C,Colombo,80.01667,6.86667,United Kingdom
922,Travel Agents,JUL TRAVELS (PVT) LTD,A,Colombo,80.01667,6.86667,United Kingdom
923,Travel Agents,E.C.D. HOLIDAYS,B,Colombo,79.888881,6.790527,United Kingdom
924,Travel Agents,GREEN TOURS & RESORT (PVT ) LTD,C,Colombo,80.01667,6.86667,United Kingdom
925,Travel Agents,JF TOURS & TRAVELS (CEYLON) (PRIVATE) LIMITED,A,Colombo,80.01667,6.86667,France
926,Travel Agents,BLUE OCEAN TRVELS (PVT) LTD,C,Colombo,80.01667,6.86667,United Kingdom
927,Travel Agents,ABERCROMBIE & KENT (PVT) LTD,B,Colombo,80.01667,6.86667,United States of America
928,Travel Agents,AIRPORT TOURIST DRIVERS ASSOCIATON,A,Gampaha,79.87166754,7.156773068,Singapore
929,Travel Agents,THE TRAVELLER GLOBAL (PVT) LTD,C,Colombo,80.01667,6.86667,Denmark
930,Travel Agents,AMITH TOURS AND TRAVELS,B,Kalutara,79.99889854,6.43264941,Turkey
931,Travel Agents,SUPERLINK AIR (PVT) LTD,C,Colombo,79.85081253,6.913526376,United Kingdom
932,Travel Agents,LANKA LEISURE TRAVEL (PVT) LTD,A,Colombo,80.01667,6.86667,Kuwait
933,Travel Agents,TOURISM CEYLON D.M.C. (PVT) LTD,B,Colombo,79.88719208,6.886982359,Slovakia
934,Travel Agents,SUPER LANKA TRAVELS INTERNATIONAL (PRIVATE) LIMITED,C,Gampaha,80,7.13333,Israel
935,Travel Agents,EEL TRAVELS (PVT) LTD,A,Colombo,80.01667,6.86667,Norway
936,Travel Agents,PEARL ISLAND TOURS (PVT) LIMITED,B,Colombo,80.01667,6.86667,United Kingdom
937,Travel Agents,TRANSMIT TRAVELS,B,Colombo,80.01667,6.86667,United Kingdom
938,Travel Agents,SRI LANKAN GETAWAYS (PVT)LTD,C,Kurunegala,80.366868,7.486218,Switzerland
939,Travel Agents,TRANSWORLD TRAVELS & TOURS,A,Colombo,79.86400388,6.926472029,United Kingdom
940,Travel Agents,CLASSIC VACATIONS PVT LTD,A,Colombo,80.01667,6.86667,United Kingdom
941,Travel Agents,LEOPARD SAFARIS (PVT)LTD,B,Gampaha,79.843249,7.206416,United Kingdom
942,Travel Agents,TRAVELON LIMITED,C,Colombo,80.01667,6.86667,United Kingdom
943,Travel Agents,WORLD TOUR MAKER,B,Colombo,79.85081253,6.913526376,United Kingdom
944,Travel Agents,HAYLEYS TRAVELS AND TOURS (PVT) LTD,A,Colombo,80.01667,6.86667,Ireland
945,Travel Agents,SAINT ANDREW AND JUDE TRAVELS,B,Colombo,79.85523624,6.895296554,United Kingdom
946,Travel Agents,NIROGA TRAVELS & TOURS (PVT)LTD,C,Galle,80.038391,6.27014,United Kingdom
947,Travel Agents,WORLD TRAVEL CENTER COLOMBO (PVT)LTD,A,Colombo,80.01667,6.86667,United Kingdom
948,Travel Agents,SHANTHI ADVENTURE TOURS (PVT)LTD,C,Colombo,80.01667,6.86667,United Kingdom
949,Travel Agents,AIRCOM TRAVELS & TOURS,B,Colombo,80.01667,6.86667,Germany
950,Travel Agents,DIRECT LINK (PVT)LTD,A,Colombo,80.01667,6.86667,Japan
951,Travel Agents,GO HOLIDAYS (PVT) LTD,B,Colombo,80.01667,6.86667,Austria
952,Travel Agents,SUNBIRD LANKA TOURS & TRAVELS (PVT)LTD,C,Gampaha,79.883006,6.9889,United States of America
953,Travel Agents,TOURAMA (PVT) LTD,C,Colombo,80.01667,6.86667,United Kingdom
954,Travel Agents,THE THAPROBANA-DIFFERENT DISCOVERY,A,Gampaha,80,7.13333,Czech Republic
955,Travel Agents,SRIEKO HOLIDAYS (PVT)LTD,B,Gampaha,79.83311699,7.209428236,United Kingdom
956,Travel Agents,ASIAN FOOTPRINTS (PVT) LTD,A,Colombo,79.89621755,6.909504175,Italy
957,Travel Agents,DELUX HOLIDAYS (PVT) LTD,B,Colombo,80.01667,6.86667,United States of America
958,Travel Agents,STAR WORLD TRAVELS (PVT) LTD,C,Matara,80.5,6.16667,Denmark
959,Travel Agents,GANISTA TRAVEL & LOGISTIC SOLUTION (PVT) LTD,C,Colombo,79.90170275,6.841059858,Bahrain
960,Travel Agents,CEYLON LEGEND TRAVELS (PVT) LTD,A,Colombo,80.01667,6.86667,United States of America
961,Travel Agents,AMANA TRAVELS & TOURS,B,Colombo,79.89031426,6.932625418,Canada
962,Travel Agents,EVERTON HOLIDAYS (PVT) LTD,B,Colombo,79.880242,6.838232,United States of America
963,Travel Agents,HAJER HAJJ TRAVELS,C,Ampara,81.84968588,7.218416352,Ireland
964,Travel Agents,CEYLAN VACATIONS (PVT) LTD,A,Colombo,79.866418,6.842919,Australia
965,Travel Agents,ORINWAY LEISURE (PVT) LTD,A,Colombo,79.87758977,6.914816955,United States of America
966,Travel Agents,AMRIAZ TRAVELS & TOURS,B,Colombo,79.86400388,6.926472029,United Kingdom
967,Travel Agents,JOURNEY SCAPES (PVT) LTD,C,Colombo,79.880242,6.838232,United States of America
968,Travel Agents,HIGH ELMS TRAVELS (PVT) LTD,A,Gampaha,79.914926,6.951178,United Kingdom
969,Travel Agents,HAIFA TRAVELS & TOURS (PVT) LTD,C,Colombo,80.01667,6.86667,Belgium
970,Travel Agents,CEYLON ROOTS (PVT) LTD,B,Colombo,80.01667,6.86667,Hong Kong
971,Travel Agents,AL - KUBRAAH INTERNATIONAL TOURS & TRAVELS,A,Colombo,80.01667,6.86667,United Kingdom
972,Travel Agents,LANKA EXHIBITION & CONFERENCE SERVICES (PVT) LTD,A,Colombo,80.01667,6.86667,United Kingdom
973,Travel Agents,TRAVEL ARCADE HOLIDAYS (PVT) LTD,C,Colombo,80.01667,6.86667,Ireland
974,Travel Agents,JAGATH TOURS & TRAVELS,B,Gampaha,79.90781575,7.184492616,United Kingdom
975,Travel Agents,ETHIC INTERNATIONAL TRAVELS (PVT)LTD,B,Colombo,80.01667,6.86667,United Kingdom
976,Travel Agents,MAC TRAVELS (PVT) LTD,A,Colombo,80.01667,6.86667,United Kingdom
977,Travel Agents,CENTRAL RESERVATION SYSTEMS (PVT)LTD,C,Colombo,79.880242,6.838232,United Kingdom
978,Travel Agents,HOLIZONE LANKA VACATION PLANNERS,A,Colombo,80.01667,6.86667,Singapore
979,Travel Agents,MSA TRAVELS AND TOURS (PVT)LTD,B,Colombo,80.01667,6.86667,United Kingdom
980,Travel Agents,BLUE LOTUS TOURS,C,Colombo,80.01667,6.86667,United Kingdom
981,Travel Agents,REAL CEYLON LEISURES & TOURS (PVT) LTD,C,Colombo,79.866418,6.842919,United Kingdom
982,Travel Agents,BIZNEZ BAZZAR (PVT)LTD,A,Colombo,79.90916432,6.903166337,United Kingdom
983,Travel Agents,TRAVEL IN STYLE (PVT) LTD,B,Colombo,80.01667,6.86667,Australia
984,Travel Agents,RELAX LANKA TOURS,C,Gampaha,80,7.13333,Canada
985,Travel Agents,LAKSKY TRAVELS (PVT)LTD,A,Colombo,79.913892,6.897711,Singapore
986,Travel Agents,MEERA TRAVEL AND TOURS (PVT) LTD,B,Kandy,80.625828,7.295044,Ireland
987,Travel Agents,CEYLON 4 YOU (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
988,Travel Agents,FRONTIER DESTINATIONS (PVT)LTD,C,Colombo,80.01667,6.86667,United States of America
989,Travel Agents,BOAZ TOURS (PVT)LTD,A,Colombo,80.01667,6.86667,United Kingdom
990,Travel Agents,SRILANKA TRAVELS & TOURS,A,Galle,80.223192,6.043279,United States of America
991,Travel Agents,GABO TRAVELS (PVT) LTD,B,Colombo,80.01667,6.86667,Germany
992,Travel Agents,CRYSTAL HOLIDAYS (PVT)LTD,C,Colombo,79.866418,6.842919,Canada
993,Travel Agents,SHUMS & SONS TRAVELS (PVT) LTD,B,Colombo,80.01667,6.86667,Belgium
994,Travel Agents,ASIAN EXOTICA (PVT) LTD,A,Colombo,80.01667,6.86667,United Kingdom
995,Travel Agents,CAREEM LANKA TRAVELS & TOURS (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
996,Travel Agents,XIN HOLIDAYS (PVT) LTD,B,Colombo,79.88719208,6.886982359,United Kingdom
997,Travel Agents,PEOPLE'S TRAVELS (PVT)LTD,A,Colombo,80.01667,6.86667,United Kingdom
998,Travel Agents,MILLENNIUM TRAVELS AND TOURS (PVT) LTD,C,Colombo,80.01667,6.86667,United States of America
999,Travel Agents,AIR SOLUTIONS (PVT)LTD,B,Colombo,80.01667,6.86667,Spain
1000,Travel Agents,CONSTANT HOLIDAYS (PVT)LTD,C,Colombo,80.01667,6.86667,United Kingdom
1001,Travel Agents,RED APPLE TRAVELS & TOURS (PVT) LTD,A,Gampaha,79.843249,7.206416,United Kingdom
1002,Travel Agents,HILLTOP GLOBAL (PVT) LTD,C,Colombo,80.01667,6.86667,United Kingdom
1003,Travel Agents,HAPPY TRAVELS INTERNATIONAL (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
1004,Travel Agents,TRAVEL DEVELOPMENT LANKA (PVT) LTD,A,Colombo,80.01667,6.86667,Singapore
1005,Travel Agents,RAFFLES LEISURE (PVT) LTD,A,Colombo,80.01667,6.86667,United Kingdom
1006,Travel Agents,SARINTA TRAVELS AND TOURS (PVT) LTD,C,Colombo,80.01667,6.86667,Switzerland
1007,Travel Agents,WISDOM TRAVELS AND TOURS INTERNATIONAL (PRIVATE) LTD,B,Colombo,80.01667,6.86667,United Kingdom
1008,Travel Agents,FLYWING TOURS,B,Gampaha,79.843249,7.206416,United Kingdom
1009,Travel Agents,GOLDEN ISLE TRAVELS (PVT) LTD,A,Colombo,80.01667,6.86667,United Kingdom
1010,Travel Agents,SUNCITY TRAVELS & TOURS (PVT) LTD,C,Colombo,80.01667,6.86667,Japan
1011,Travel Agents,GREENLAND TRAVELS & TOURS,B,Colombo,80.223192,6.043279,Sweden
1012,Travel Agents,SETMIL AVIATION (PVT)LTD,C,Colombo,80.01667,6.86667,Germany
1013,Travel Agents,AYUBOWAN TRAVELS INTERNATIONAL (PVT) LTD,A,Colombo,79.8558871,6.923879449,Netherlands
1014,Travel Agents,LAKPURA TRAVELS (PVT) LTD,A,Colombo,79.888881,6.790527,United Kingdom
1015,Travel Agents,RANFER TRAVELS (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
1016,Travel Agents,TRABANA TOURS (PVT) LTD,C,Colombo,80.01667,6.86667,United Kingdom
1017,Travel Agents,UTOPIA VACATIONS (PVT) LTD,C,Colombo,80.01667,6.86667,Hungary
1018,Travel Agents,SOFTLOGIC DESTINATION MANAGEMENT (PVT) LTD,A,Colombo,80.01667,6.86667,United Kingdom
1019,Travel Agents,361 DEGREES (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
1020,Travel Agents,ELEPHANT ISLAND (PRIVATE) LTD,B,Colombo,79.89621755,6.909504175,Germany
1021,Travel Agents,CITY TOURS,C,Gampaha,79.893962,6.971391,United Kingdom
1022,Travel Agents,ASGA INTERNATIONAL,A,Gampaha,79.95126729,7.001966103,United Kingdom
1023,Travel Agents,CLASSIC LANKA TRAVELS,B,Gampaha,80,7.13333,Switzerland
1024,Travel Agents,BUSINESS & LEISURE (PVT) LTD,C,Colombo,80.01667,6.86667,United Kingdom
1025,Travel Agents,SKYMARK TRAVELS,A,Colombo,80.01667,6.86667,Switzerland
1026,Travel Agents,THE FILM TEAM (PVT) LTD,C,Colombo,79.88719208,6.886982359,United Kingdom
1027,Travel Agents,SUPER TAPROBANE TOURS (PVT) LTD,B,Colombo,79.866418,6.842919,United Kingdom
1028,Travel Agents,JPS TOURS,A,Kurunegala,80.366868,7.486218,Australia
1029,Travel Agents,NATURE'S LINK TRAVEL & TOURS,C,Colombo,80.00584169,6.84848797,Ireland
1030,Travel Agents,EASY TRAVELS CENTRE (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
1031,Travel Agents,RED FEATHER TRAVELS (PVT) LTD,C,Colombo,79.86960802,6.897904602,United Kingdom
1032,Travel Agents,TROPIC LANKA TRAVELS & TOURS (PVT) LTD,A,Gampaha,79.87624339,7.13117577,France
1033,Travel Agents,SHAZI TOURS,B,Colombo,79.880242,6.838232,Switzerland
1034,Travel Agents,DITO LANKA PVT LTD,C,Kalutara,80.29806,6.25361,United Kingdom
1035,Travel Agents,AUTUMN LANKA TRAVELS (PVT) LTD,A,Kalutara,79.910472,6.714417,Australia
1036,Travel Agents,BO-MIE TOURS,B,Gampaha,79.92739077,6.978059805,United Kingdom
1037,Travel Agents,EAST WEST LEISURE (PVT) LTD.,B,Colombo,80.01667,6.86667,United Kingdom
1038,Travel Agents,ASIAN HORIZON TRAVELS (PVT) LTD,C,Colombo,80.01667,6.86667,United Kingdom
1039,Travel Agents,MIRACULOUS HOLIDAYS (PVT) LTD,A,Colombo,79.92270336,6.801843915,United Kingdom
1040,Travel Agents,VILKA TRAVELS (PRIVATE) LTD,A,Colombo,79.88473526,6.867054459,Romania
1041,Travel Agents,SALLELANKA (PVT) LTD,B,Colombo,79.92270336,6.801843915,Switzerland
1042,Travel Agents,ADVENTA HOLDINGS (PVT) LTD,C,Colombo,79.913892,6.897711,United Kingdom
1043,Travel Agents,XENIA ABODE SERVICES (PVT) LTD,B,Colombo,80.01667,6.86667,Israel
1044,Travel Agents,SUNLINE TRAVELS AND TOURS (PVT) LTD,A,Gampaha,80,7.13333,United Kingdom
1045,Travel Agents,BERNARD TOURS (PVT) LTD.,B,Colombo,80.01667,6.86667,Japan
1046,Travel Agents,SERENDIB HOLIDAYS (PVT) LTD,C,Colombo,80.01667,6.86667,United States of America
1047,Travel Agents,UNIQUE TOURS,A,Colombo,79.866418,6.842919,United Kingdom
1048,Travel Agents,MELON KUGAR ASIA PVT LIMITED,C,Colombo,79.880242,6.838232,France
1049,Travel Agents,HOUSE OF TRAVELS & TOURISM (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
1050,Travel Agents,OFF 2 SRI LANKA,A,Colombo,80.01667,6.86667,Jersey
1051,Travel Agents,SAVEN TRAVELS & TRADING (PVT) LTD,B,Colombo,79.913892,6.897711,United Kingdom
1052,Travel Agents,SUNWAY INTERNATIONAL (PVT) LTD,C,Gampaha,79.89570684,7.205680862,United Kingdom
1053,Travel Agents,PARADISE ESCAPADES(PVT)LTD,C,Colombo,80.01667,6.86667,Italy
1054,Travel Agents,BELLAGIO LEISURE (PVT)LTD,A,Gampaha,79.914926,6.951178,Ireland
1055,Travel Agents,I.B.C TOURS (PVT) LTD,B,Gampaha,80,7.13333,United Kingdom
1056,Travel Agents,QUEEN LANKA HOLIDAY TRAVELS & TOURS,A,Colombo,80.01667,6.86667,United Kingdom
1057,Travel Agents,H.I.S TRAVEL LANKA (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
1058,Travel Agents,AMASUN REISEN (PRIVATE) LIMITED,C,Gampaha,79.843249,7.206416,United Kingdom
1059,Travel Agents,TROPICAL ESCAPES PVT LTD,C,Gampaha,79.894797,7.053406,United Kingdom
1060,Travel Agents,CHAALIYA TOURS (PRIVATE ) LIMITED,A,Gampaha,79.914926,6.951178,United Kingdom
1061,Travel Agents,CHORLA COMBINES,B,Nuwara Eliya,80.602044,6.90314,United Kingdom
1062,Travel Agents,LANKA STAR HOLIDAYS (PVT) LTD,B,Colombo,79.880242,6.838232,South Africa
1063,Travel Agents,LUMINI TRAVELS & TOURS,C,Colombo,79.888881,6.790527,United Kingdom
1064,Travel Agents,CAMLO LANKA TOURS(PVT)LTD,A,Colombo,80.01667,6.86667,United Kingdom
1065,Travel Agents,SPICELAND HOLIDAYS (PVT ) LTD,A,Gampaha,79.916392,7.031163,Thailand
1066,Travel Agents,N.F TRAVEL SERVICE,B,Colombo,80.01667,6.86667,United Kingdom
1067,Travel Agents,ROYAL TRAVELS & TOURS,C,Kandy,80.75,7.25,United Kingdom
1068,Travel Agents,AMPLE GROUP LANKA (PVT) LTD,A,Colombo,80.01667,6.86667,Singapore
1069,Travel Agents,LAGODAN TRAVELS & TOURS (PVT) LTD,C,Colombo,79.90170275,6.841059858,Switzerland
1070,Travel Agents,OSARA LANKA DESTINATIONS (PVT)LTD,B,Colombo,80.01667,6.86667,United Kingdom
1071,Travel Agents,COUNTRY VACATIONS INTERNATIONAL LIMITED,A,Colombo,80.01667,6.86667,United Arab Emirates
1072,Travel Agents,TRAVEL DATA TOURS AND TRAVEL (PVT) LTD,A,Colombo,80.01667,6.86667,United States of America
1073,Travel Agents,DAREEN HOLIDAYS (PVT) LTD,C,Colombo,80.01667,6.86667,United Kingdom
1074,Travel Agents,BOSPHORUS TRAVELS PVT LTD,B,Colombo,80.01667,6.86667,United Kingdom
1075,Travel Agents,U & I HOLIDAYS (PVT) LTD,B,Colombo,79.880242,6.838232,United Kingdom
1076,Travel Agents,CEYLON HOTELS CORPORATION PLC (TRAVEL BUREAU),A,Gampaha,80.21495492,6.03281393,United Kingdom
1077,Travel Agents,STARRON TOURS(PVT)LTD,C,Colombo,79.90204817,6.884074428,Belgium
1078,Travel Agents,NIHON LANKA HOLIDAY (PVT) LTD,A,Colombo,79.945297,6.834129,United Kingdom
1079,Travel Agents,PARADISE HOLIDAYS (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
1080,Travel Agents,AUTHENTICITIES (PVT) LTD,C,Colombo,80.01667,6.86667,United Kingdom
1081,Travel Agents,SEASONS WORLDWIDE PVT LTD,C,Kegalle,80.387154,7.268821,United Kingdom
1082,Travel Agents,EXPECTATIONS (PVT) LTD,A,Colombo,79.945297,6.834129,United Kingdom
1083,Travel Agents,KDU ADVENTURES PVT LTD,B,Colombo,80.01667,6.86667,Australia
1084,Travel Agents,TRADEWIND HOLIDAYS(PVT) LTD,C,Colombo,80.01667,6.86667,United Kingdom
1085,Travel Agents,BEYOND ESCAPES (PVT) LTD,A,Colombo,79.98429232,6.935757206,United Kingdom
1086,Travel Agents,ROYAL PALM INTERNATIONAL TRAVEL PVT LTD,B,Colombo,80.01667,6.86667,France
1087,Travel Agents,CL SYNERGY TRAVELS (PVT) LTD,B,Colombo,80.01667,6.86667,Israel
1088,Travel Agents,UR TOUR SOLUTIONS,C,Colombo,80.01667,6.86667,United Kingdom
1089,Travel Agents,FARHA TRAVELS,A,Colombo,79.86743585,6.833082021,United Kingdom
1090,Travel Agents,EXPERIOR TRAVELS PVT LTD,A,Colombo,79.866418,6.842919,United Kingdom
1091,Travel Agents,AALAM INTERNATIONAL TOURS AND TRAVELS,B,Colombo,80.01667,6.86667,United Kingdom
1092,Travel Agents,KHAKIYA TRAVELS & TOURS,C,Colombo,79.85982458,6.948016402,Japan
1093,Travel Agents,LUXURY TRAVEL GROUP (PVT) LTD,B,Colombo,80.01667,6.86667,Hong Kong
1094,Travel Agents,KANZULLAH HAJ TRAVELS,A,Kurunegala,80.366868,7.486218,Australia
